GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RLZE001,RLZE002,RLZE003,RLZE004,RLZE005,RLZE006,RLZE007,RLZE008,RLZE009,RLZE010,RLZE011,RLZE012,RLZE013,RLZE014,RLZE015,RLZE016,RLZE017,RLZE018,RLZE019,RLZE020,RLZE021,NAME_M,RLZM001,RLZM002,RLZM003,RLZM004,RLZM005,RLZM006,RLZM007,RLZM008,RLZM009,RLZM010,RLZM011,RLZM012,RLZM013,RLZM014,RLZM015,RLZM016,RLZM017,RLZM018,RLZM019,RLZM020,RLZM021
"G20300","2005-2009","US",,,,,,,,,,,,,,,,"Dumas, TX Micro Area","20300",,,,,,,,,,,,,,,,"31000US20300","Dumas, TX Micro Area",8599,7972,6529,1443,1156,240,47,0,0,22,22,0,0,0,0,0,14,9,143,323,116,"Dumas, TX Micro Area",405,418,392,291,260,119,38,127,127,23,23,127,127,127,127,127,16,15,75,144,52
"G20340","2005-2009","US",,,,,,,,,,,,,,,,"Duncan, OK Micro Area","20340",,,,,,,,,,,,,,,,"31000US20340","Duncan, OK Micro Area",18426,17467,15149,2318,1794,347,102,57,18,24,24,0,0,0,0,0,70,19,212,152,482,"Duncan, OK Micro Area",617,653,641,369,352,93,56,42,19,33,33,109,109,109,109,109,43,19,85,99,118
"G20380","2005-2009","US",,,,,,,,,,,,,,,,"Dunn, NC Micro Area","20380",,,,,,,,,,,,,,,,"31000US20380","Dunn, NC Micro Area",46649,43448,37585,5863,4318,725,371,244,205,56,56,0,0,0,0,0,101,51,866,740,1387,"Dunn, NC Micro Area",1311,1435,1341,602,473,184,162,178,196,33,33,127,127,127,127,127,52,40,276,228,306
"G20420","2005-2009","US",,,,,,,,,,,,,,,,"Durango, CO Micro Area","20420",,,,,,,,,,,,,,,,"31000US20420","Durango, CO Micro Area",27138,22800,18394,4406,3383,834,151,25,13,190,176,0,0,14,0,0,175,704,952,157,2160,"Durango, CO Micro Area",703,758,668,589,545,322,115,27,22,109,109,123,123,21,123,123,92,196,205,67,270
"G20460","2005-2009","US",,,,,,,,,,,,,,,,"Durant, OK Micro Area","20460",,,,,,,,,,,,,,,,"31000US20460","Durant, OK Micro Area",16038,14907,12333,2574,2131,392,17,13,21,46,46,0,0,0,0,0,24,0,342,363,356,"Durant, OK Micro Area",752,758,712,378,360,174,21,16,35,56,56,109,109,109,109,109,29,109,184,202,126
"G20500","2005-2009","US",,,,,,,,,,,,,,,,"Durham-Chapel Hill, NC Metro Area","20500",,,,,,,,,,,,,,,,"31000US20500","Durham-Chapel Hill, NC Metro Area",234070,203550,173410,30140,21348,3766,2073,1927,1026,8577,8468,0,97,12,0,128,452,1686,7553,1498,10626,"Durham-Chapel Hill, NC Metro Area",2438,2706,2503,1801,1398,585,440,639,365,675,669,127,60,21,127,93,121,284,837,251,678
"G20540","2005-2009","US",,,,,,,,,,,,,,,,"Dyersburg, TN Micro Area","20540",,,,,,,,,,,,,,,,"31000US20540","Dyersburg, TN Micro Area",15621,15023,13818,1205,1023,130,29,23,0,0,0,0,0,0,0,32,0,0,119,60,387,"Dyersburg, TN Micro Area",534,545,561,210,200,65,29,30,127,127,127,127,127,127,127,52,127,127,105,42,95
"G20580","2005-2009","US",,,,,,,,,,,,,,,,"Eagle Pass, TX Micro Area","20580",,,,,,,,,,,,,,,,"31000US20580","Eagle Pass, TX Micro Area",17322,15530,13046,2484,1605,427,220,108,124,70,70,0,0,0,0,9,102,26,547,554,484,"Eagle Pass, TX Micro Area",536,595,686,435,346,197,143,77,89,58,58,127,127,127,127,15,77,30,173,172,170
"G20620","2005-2009","US",,,,,,,,,,,,,,,,"East Liverpool-Salem, OH Micro Area","20620",,,,,,,,,,,,,,,,"31000US20620","East Liverpool-Salem, OH Micro Area",46102,42997,38828,4169,3399,453,254,48,15,151,151,0,0,0,0,90,76,54,972,307,1455,"East Liverpool-Salem, OH Micro Area",956,949,1031,437,408,128,161,51,21,76,76,119,119,119,119,63,62,46,278,101,239
"G20660","2005-2009","US",,,,,,,,,,,,,,,,"Easton, MD Micro Area","20660",,,,,,,,,,,,,,,,"31000US20660","Easton, MD Micro Area",17357,15606,14004,1602,1243,254,86,5,14,54,28,5,21,0,0,14,9,46,386,139,1103,"Easton, MD Micro Area",528,501,608,322,311,96,69,8,22,33,25,13,24,127,127,17,15,39,144,82,216
"G20700","2005-2009","US",,,,,,,,,,,,,,,,"East Stroudsburg, PA Micro Area","20700",,,,,,,,,,,,,,,,"31000US20700","East Stroudsburg, PA Micro Area",74844,65797,56278,9519,7905,1260,223,64,67,3709,3580,0,112,17,0,50,18,109,2065,386,2710,"East Stroudsburg, PA Micro Area",1587,1560,1471,882,903,263,116,44,72,444,444,109,55,27,109,47,22,71,417,129,477
"G20740","2005-2009","US",,,,,,,,,,,,,,,,"Eau Claire, WI Metro Area","20740",,,,,,,,,,,,,,,,"31000US20740","Eau Claire, WI Metro Area",82678,73214,65528,7686,6306,897,286,89,108,756,756,0,0,0,0,92,358,448,3668,745,3397,"Eau Claire, WI Metro Area",962,1064,1107,615,538,200,105,55,52,198,198,93,93,93,93,55,97,131,556,185,315
"G20780","2005-2009","US",,,,,,,,,,,,,,,,"Edwards, CO Micro Area","20780",,,,,,,,,,,,,,,,"31000US20780","Edwards, CO Micro Area",34340,28418,24176,4242,3022,608,498,74,40,1894,1894,0,0,0,0,0,17,295,1598,85,2033,"Edwards, CO Micro Area",833,940,1061,917,673,242,400,118,38,453,453,123,123,123,123,123,21,178,345,72,483
"G20820","2005-2009","US",,,,,,,,,,,,,,,,"Effingham, IL Micro Area","20820",,,,,,,,,,,,,,,,"31000US20820","Effingham, IL Micro Area",17156,15543,14101,1442,1083,206,87,65,1,41,41,0,0,0,0,14,37,69,333,184,935,"Effingham, IL Micro Area",425,492,538,238,192,76,48,54,4,38,38,119,119,119,119,23,34,60,130,92,197
"G20900","2005-2009","US",,,,,,,,,,,,,,,,"El Campo, TX Micro Area","20900",,,,,,,,,,,,,,,,"31000US20900","El Campo, TX Micro Area",18897,17992,15067,2925,1834,637,340,49,65,66,66,0,0,0,0,0,24,35,151,156,473,"El Campo, TX Micro Area",629,654,653,435,346,204,159,59,100,81,81,127,127,127,127,127,38,40,86,100,180
"G20940","2005-2009","US",,,,,,,,,,,,,,,,"El Centro, CA Metro Area","20940",,,,,,,,,,,,,,,,"31000US20940","El Centro, CA Metro Area",52757,47547,41263,6284,4480,855,420,274,255,726,726,0,0,0,0,128,50,127,1618,401,2160,"El Centro, CA Metro Area",1230,1235,1286,591,576,238,137,156,100,252,252,132,132,132,132,72,59,79,300,186,375
"G20980","2005-2009","US",,,,,,,,,,,,,,,,"El Dorado, AR Micro Area","20980",,,,,,,,,,,,,,,,"31000US20980","El Dorado, AR Micro Area",16776,15532,14227,1305,929,299,41,22,14,17,17,0,0,0,0,0,25,4,140,702,356,"El Dorado, AR Micro Area",573,605,638,241,209,112,33,21,17,28,28,119,119,119,119,119,30,8,64,269,116
"G21020","2005-2009","US",,,,,,,,,,,,,,,,"Elizabeth City, NC Micro Area","21020",,,,,,,,,,,,,,,,"31000US21020","Elizabeth City, NC Micro Area",26543,24668,21691,2977,2307,380,162,0,128,146,60,0,19,46,21,125,83,52,474,536,459,"Elizabeth City, NC Micro Area",777,812,860,487,426,151,144,127,70,99,64,127,23,67,33,103,66,49,183,171,119
"G21060","2005-2009","US",,,,,,,,,,,,,,,,"Elizabethtown, KY Metro Area","21060",,,,,,,,,,,,,,,,"31000US21060","Elizabethtown, KY Metro Area",50012,45900,41106,4794,3699,789,137,77,92,115,115,0,0,0,0,70,71,34,1086,393,2343,"Elizabethtown, KY Metro Area",1175,1326,1304,517,462,232,77,57,50,73,73,123,123,123,123,78,52,29,720,152,739
"G21120","2005-2009","US",,,,,,,,,,,,,,,,"Elk City, OK Micro Area","21120",,,,,,,,,,,,,,,,"31000US21120","Elk City, OK Micro Area",8926,8416,7786,630,481,97,24,22,6,21,21,0,0,0,0,0,39,11,94,31,314,"Elk City, OK Micro Area",423,449,451,201,195,65,30,24,12,32,32,109,109,109,109,109,39,17,59,37,117
"G21140","2005-2009","US",,,,,,,,,,,,,,,,"Elkhart-Goshen, IN Metro Area","21140",,,,,,,,,,,,,,,,"31000US21140","Elkhart-Goshen, IN Metro Area",92713,85052,73950,11102,9019,1057,527,387,112,339,339,0,0,0,0,319,275,1153,1921,581,3073,"Elkhart-Goshen, IN Metro Area",1204,1180,1404,800,728,230,135,158,70,118,118,119,119,119,119,202,110,296,329,213,424
"G21220","2005-2009","US",,,,,,,,,,,,,,,,"Elko, NV Micro Area","21220",,,,,,,,,,,,,,,,"31000US21220","Elko, NV Micro Area",23852,19663,16089,3574,1843,660,354,413,304,2248,2248,0,0,0,0,46,31,89,1321,74,380,"Elko, NV Micro Area",665,739,748,472,361,227,157,169,136,333,333,132,132,132,132,51,37,51,310,48,112
"G21260","2005-2009","US",,,,,,,,,,,,,,,,"Ellensburg, WA Micro Area","21260",,,,,,,,,,,,,,,,"31000US21260","Ellensburg, WA Micro Area",17354,14162,12222,1940,1631,209,47,3,50,71,71,0,0,0,0,30,53,428,1795,101,714,"Ellensburg, WA Micro Area",617,654,674,289,278,81,53,5,40,49,49,119,119,119,119,34,55,142,381,71,153
"G21300","2005-2009","US",,,,,,,,,,,,,,,,"Elmira, NY Metro Area","21300",,,,,,,,,,,,,,,,"31000US21300","Elmira, NY Metro Area",36970,33265,29880,3385,2960,310,69,11,35,450,426,0,24,0,0,77,81,87,1430,412,1168,"Elmira, NY Metro Area",996,972,899,418,412,97,56,18,44,150,147,123,28,123,123,64,44,66,290,179,240
"G21340","2005-2009","US",,,,,,,,,,,,,,,,"El Paso, TX Metro Area","21340",,,,,,,,,,,,,,,,"31000US21340","El Paso, TX Metro Area",285196,257201,225879,31322,23714,4687,1582,713,626,5548,5463,12,45,28,0,76,694,458,6570,6462,8187,"El Paso, TX Metro Area",2513,2918,3219,1375,1187,515,319,206,181,550,548,32,39,45,127,53,163,166,1002,684,993
"G21380","2005-2009","US",,,,,,,,,,,,,,,,"Emporia, KS Micro Area","21380",,,,,,,,,,,,,,,,"31000US21380","Emporia, KS Micro Area",18864,16973,14472,2501,1744,295,195,189,78,25,25,0,0,0,0,24,26,62,1039,73,642,"Emporia, KS Micro Area",540,546,514,341,292,139,112,111,70,38,38,109,109,109,109,37,25,41,224,46,179
"G21420","2005-2009","US",,,,,,,,,,,,,,,,"Enid, OK Micro Area","21420",,,,,,,,,,,,,,,,"31000US21420","Enid, OK Micro Area",27372,25740,22867,2873,2379,384,78,0,32,26,26,0,0,0,0,18,114,68,322,520,564,"Enid, OK Micro Area",673,710,717,423,386,139,53,109,53,23,23,109,109,109,109,28,81,99,142,184,169
"G21460","2005-2009","US",,,,,,,,,,,,,,,,"Enterprise-Ozark, AL Micro Area","21460",,,,,,,,,,,,,,,,"31000US21460","Enterprise-Ozark, AL Micro Area",41412,38339,33896,4443,3474,457,387,30,95,127,124,0,3,0,0,7,110,22,1516,479,812,"Enterprise-Ozark, AL Micro Area",927,1187,1165,487,429,110,153,25,67,82,81,119,4,119,119,10,52,24,1108,188,180
"G21500","2005-2009","US",,,,,,,,,,,,,,,,"Erie, PA Metro Area","21500",,,,,,,,,,,,,,,,"31000US21500","Erie, PA Metro Area",125373,113849,101298,12551,10651,1184,375,223,118,1736,1699,0,30,7,0,84,312,471,5259,747,2915,"Erie, PA Metro Area",1349,1541,1591,797,715,244,169,152,77,255,258,109,36,10,109,71,83,146,641,210,364
"G21540","2005-2009","US",,,,,,,,,,,,,,,,"Escanaba, MI Micro Area","21540",,,,,,,,,,,,,,,,"31000US21540","Escanaba, MI Micro Area",16330,14798,13313,1485,1154,253,37,21,20,183,179,4,0,0,0,27,79,81,418,80,664,"Escanaba, MI Micro Area",422,453,498,225,196,108,29,24,24,142,142,6,109,109,109,33,65,53,128,45,123
"G21580","2005-2009","US",,,,,,,,,,,,,,,,"Espanola, NM Micro Area","21580",,,,,,,,,,,,,,,,"31000US21580","Espanola, NM Micro Area",16338,14941,11775,3166,2698,294,106,50,18,311,301,0,10,0,0,0,39,22,350,102,573,"Espanola, NM Micro Area",765,728,705,354,341,91,82,38,20,101,101,127,15,127,127,127,31,25,105,43,150
"G21640","2005-2009","US",,,,,,,,,,,,,,,,"Eufaula, AL-GA Micro Area","21640",,,,,,,,,,,,,,,,"31000US21640","Eufaula, AL-GA Micro Area",11192,10424,8974,1450,1015,314,41,28,52,31,31,0,0,0,0,0,14,17,276,177,253,"Eufaula, AL-GA Micro Area",632,612,584,267,225,97,41,26,64,46,46,119,119,119,119,119,22,26,106,101,93
"G21660","2005-2009","US",,,,,,,,,,,,,,,,"Eugene-Springfield, OR Metro Area","21660",,,,,,,,,,,,,,,,"31000US21660","Eugene-Springfield, OR Metro Area",154743,126521,110809,15712,12651,1810,572,334,345,5898,5824,28,13,22,11,0,479,6631,6474,645,8095,"Eugene-Springfield, OR Metro Area",1904,1826,1765,992,850,350,184,165,153,657,659,34,22,25,17,123,131,666,698,152,579
"G21700","2005-2009","US",,,,,,,,,,,,,,,,"Eureka-Arcata-Fortuna, CA Micro Area","21700",,,,,,,,,,,,,,,,"31000US21700","Eureka-Arcata-Fortuna, CA Micro Area",56833,46991,40471,6520,4669,1311,301,80,159,866,832,17,10,2,5,121,177,1504,2874,347,3953,"Eureka-Arcata-Fortuna, CA Micro Area",1190,1211,1155,656,516,446,103,68,180,366,363,28,15,3,7,124,106,409,383,147,509
"G21740","2005-2009","US",,,,,,,,,,,,,,,,"Evanston, WY Micro Area","21740",,,,,,,,,,,,,,,,"31000US21740","Evanston, WY Micro Area",10123,8857,7058,1799,1229,419,120,0,31,325,325,0,0,0,0,0,30,51,486,50,324,"Evanston, WY Micro Area",380,389,463,311,253,153,71,119,37,100,100,119,119,119,119,119,36,57,173,34,121
"G21780","2005-2009","US",,,,,,,,,,,,,,,,"Evansville, IN-KY Metro Area","21780",,,,,,,,,,,,,,,,"31000US21780","Evansville, IN-KY Metro Area",166556,156644,141179,15465,12292,1894,625,350,304,1239,1216,0,23,0,0,134,387,318,3108,911,3815,"Evansville, IN-KY Metro Area",1519,1624,1642,964,879,243,214,186,282,262,254,119,25,119,119,83,129,140,393,195,358
"G21820","2005-2009","US",,,,,,,,,,,,,,,,"Fairbanks, AK Metro Area","21820",,,,,,,,,,,,,,,,"31000US21820","Fairbanks, AK Metro Area",49100,42009,34915,7094,5773,924,110,232,55,543,543,0,0,0,0,78,208,448,2092,455,3267,"Fairbanks, AK Metro Area",1073,1276,1121,824,717,318,75,146,59,160,160,109,109,109,109,59,140,139,406,142,1181
"G21860","2005-2009","US",,,,,,,,,,,,,,,,"Fairmont, MN Micro Area","21860",,,,,,,,,,,,,,,,"31000US21860","Fairmont, MN Micro Area",9845,8767,7787,980,571,140,90,175,4,66,66,0,0,0,0,31,10,33,258,85,595,"Fairmont, MN Micro Area",294,312,440,327,127,55,69,261,5,46,46,93,93,93,93,46,10,35,87,64,95
"G21900","2005-2009","US",,,,,,,,,,,,,,,,"Fairmont, WV Micro Area","21900",,,,,,,,,,,,,,,,"31000US21900","Fairmont, WV Micro Area",24311,22727,20372,2355,1835,304,126,37,53,115,112,0,0,3,0,0,56,10,566,189,648,"Fairmont, WV Micro Area",563,616,681,361,286,132,88,34,39,61,60,119,119,7,119,119,56,16,178,103,282
"G21940","2005-2009","PR",,,,,,,,,,,,,,,,"Fajardo, PR Metro Area","21940",,,,,,,,,,,,,,,,"31000US21940","Fajardo, PR Metro Area",24222,21032,18721,2311,1846,371,48,18,28,520,41,419,0,16,44,0,98,79,684,1503,306,"Fajardo, PR Metro Area",950,958,872,340,286,161,42,19,26,169,25,174,127,27,43,127,68,68,179,373,126
"G21980","2005-2009","US",,,,,,,,,,,,,,,,"Fallon, NV Micro Area","21980",,,,,,,,,,,,,,,,"31000US21980","Fallon, NV Micro Area",10428,9641,8757,884,710,117,24,33,0,17,17,0,0,0,0,0,19,40,190,105,416,"Fallon, NV Micro Area",358,380,408,195,167,112,29,47,132,29,29,132,132,132,132,132,22,39,113,103,142
"G22020","2005-2009","US",,,,,,,,,,,,,,,,"Fargo, ND-MN Metro Area","22020",,,,,,,,,,,,,,,,"31000US22020","Fargo, ND-MN Metro Area",108910,98499,89074,9425,7770,920,339,185,211,724,693,14,0,7,10,64,273,887,4094,585,3784,"Fargo, ND-MN Metro Area",1325,1529,1557,650,587,172,126,129,101,188,186,23,119,11,11,50,101,196,519,163,388
"G22060","2005-2009","US",,,,,,,,,,,,,,,,"Faribault-Northfield, MN Micro Area","22060",,,,,,,,,,,,,,,,"31000US22060","Faribault-Northfield, MN Micro Area",31077,25957,22854,3103,2157,585,121,219,21,230,230,0,0,0,0,29,84,262,2476,268,1771,"Faribault-Northfield, MN Micro Area",686,776,762,389,312,185,81,142,24,109,109,93,93,93,93,26,45,99,400,120,306
"G22100","2005-2009","US",,,,,,,,,,,,,,,,"Farmington, MO Micro Area","22100",,,,,,,,,,,,,,,,"31000US22100","Farmington, MO Micro Area",24846,23566,20233,3333,2855,326,96,29,27,52,43,0,0,9,0,2,12,48,342,101,723,"Farmington, MO Micro Area",818,831,803,457,449,114,67,27,23,48,45,114,114,15,114,4,23,55,117,62,213
"G22140","2005-2009","US",,,,,,,,,,,,,,,,"Farmington, NM Metro Area","22140",,,,,,,,,,,,,,,,"31000US22140","Farmington, NM Metro Area",51342,47884,42709,5175,3999,536,395,156,89,88,88,0,0,0,0,27,107,66,1048,204,1918,"Farmington, NM Metro Area",1114,1039,1136,673,586,157,222,72,69,66,66,127,127,127,127,44,68,67,359,93,342
"G22180","2005-2009","US",,,,,,,,,,,,,,,,"Fayetteville, NC Metro Area","22180",,,,,,,,,,,,,,,,"31000US22180","Fayetteville, NC Metro Area",155796,138914,123719,15195,11398,1742,1245,467,343,699,648,12,39,0,0,218,259,259,4578,1302,9567,"Fayetteville, NC Metro Area",2090,2725,2627,1114,992,293,353,298,141,215,201,21,35,127,127,127,113,119,1087,250,2642
"G22220","2005-2009","US",,,,,,,,,,,,,,,,"Fayetteville-Springdale-Rogers, AR-MO Metro Area","22220",,,,,,,,,,,,,,,,"31000US22220","Fayetteville-Springdale-Rogers, AR-MO Metro Area",206579,190672,163638,27034,20152,4594,1705,469,114,548,548,0,0,0,0,0,633,611,4688,1495,7932,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",1845,2119,2200,1292,1099,674,638,184,60,189,189,119,119,119,119,119,167,235,524,328,769
"G22260","2005-2009","US",,,,,,,,,,,,,,,,"Fergus Falls, MN Micro Area","22260",,,,,,,,,,,,,,,,"31000US22260","Fergus Falls, MN Micro Area",26920,23756,20564,3192,2402,414,227,90,59,141,141,0,0,0,0,23,19,55,1242,97,1587,"Fergus Falls, MN Micro Area",560,570,584,372,291,116,92,65,50,124,124,93,93,93,93,21,12,26,238,32,147
"G22280","2005-2009","US",,,,,,,,,,,,,,,,"Fernley, NV Micro Area","22280",,,,,,,,,,,,,,,,"31000US22280","Fernley, NV Micro Area",19437,17701,15827,1874,1529,322,23,0,0,0,0,0,0,0,0,0,43,231,686,149,627,"Fernley, NV Micro Area",1095,1088,993,460,433,220,29,132,132,132,132,132,132,132,132,132,47,243,412,163,270
"G22300","2005-2009","US",,,,,,,,,,,,,,,,"Findlay, OH Micro Area","22300",,,,,,,,,,,,,,,,"31000US22300","Findlay, OH Micro Area",36954,34301,31461,2840,2240,470,106,0,24,75,75,0,0,0,0,0,81,185,697,194,1421,"Findlay, OH Micro Area",757,728,756,443,382,222,68,119,24,47,47,119,119,119,119,119,48,109,197,92,360
"G22340","2005-2009","US",,,,,,,,,,,,,,,,"Fitzgerald, GA Micro Area","22340",,,,,,,,,,,,,,,,"31000US22340","Fitzgerald, GA Micro Area",9287,8680,6934,1746,1241,324,52,113,16,107,74,0,0,33,0,0,31,19,119,144,187,"Fitzgerald, GA Micro Area",1621,1527,1541,268,299,173,95,76,51,106,100,132,132,40,132,132,48,28,81,103,116
"G22380","2005-2009","US",,,,,,,,,,,,,,,,"Flagstaff, AZ Metro Area","22380",,,,,,,,,,,,,,,,"31000US22380","Flagstaff, AZ Metro Area",61124,50410,41706,8704,6548,1427,398,292,39,484,463,10,0,0,11,122,266,1715,4174,393,3560,"Flagstaff, AZ Metro Area",1158,1291,1304,879,734,322,154,180,38,171,167,16,132,132,18,91,134,401,468,163,492
"G22420","2005-2009","US",,,,,,,,,,,,,,,,"Flint, MI Metro Area","22420",,,,,,,,,,,,,,,,"31000US22420","Flint, MI Metro Area",172483,162263,146435,15828,11920,2167,831,603,307,2022,1965,0,12,26,19,92,110,197,1719,978,5102,"Flint, MI Metro Area",1796,1816,1869,813,754,311,202,232,118,370,370,109,19,26,22,62,58,100,286,208,534
"G22500","2005-2009","US",,,,,,,,,,,,,,,,"Florence, SC Metro Area","22500",,,,,,,,,,,,,,,,"31000US22500","Florence, SC Metro Area",84460,78529,68897,9632,7066,1547,513,307,199,362,351,0,11,0,0,352,114,233,1317,643,2910,"Florence, SC Metro Area",1407,1500,1520,773,670,287,135,167,88,134,133,127,17,127,127,141,86,118,284,193,404
"G22520","2005-2009","US",,,,,,,,,,,,,,,,"Florence-Muscle Shoals, AL Metro Area","22520",,,,,,,,,,,,,,,,"31000US22520","Florence-Muscle Shoals, AL Metro Area",59131,56906,50649,6257,4817,865,188,165,222,115,82,17,0,16,0,56,90,10,608,346,1000,"Florence-Muscle Shoals, AL Metro Area",1140,1136,1274,703,588,210,102,95,100,90,82,27,119,25,119,46,61,16,209,150,224
"G22540","2005-2009","US",,,,,,,,,,,,,,,,"Fond du Lac, WI Metro Area","22540",,,,,,,,,,,,,,,,"31000US22540","Fond du Lac, WI Metro Area",51753,47355,42209,5146,3978,737,295,74,62,194,186,4,0,4,0,113,264,231,1525,252,1819,"Fond du Lac, WI Metro Area",713,722,734,353,324,154,127,43,37,86,87,6,93,6,93,65,79,83,256,67,229
"G22580","2005-2009","US",,,,,,,,,,,,,,,,"Forest City, NC Micro Area","22580",,,,,,,,,,,,,,,,"31000US22580","Forest City, NC Micro Area",24820,23434,20645,2789,2022,320,264,137,46,45,35,0,0,10,0,9,51,0,377,218,686,"Forest City, NC Micro Area",706,738,719,442,359,142,168,195,38,41,39,127,127,16,127,14,50,127,180,106,166
"G22620","2005-2009","US",,,,,,,,,,,,,,,,"Forrest City, AR Micro Area","22620",,,,,,,,,,,,,,,,"31000US22620","Forrest City, AR Micro Area",8338,8041,7164,877,623,102,77,68,7,62,62,0,0,0,0,0,0,0,83,20,132,"Forrest City, AR Micro Area",488,474,467,240,168,103,55,81,14,51,51,119,119,119,119,119,119,119,48,21,65
"G22660","2005-2009","US",,,,,,,,,,,,,,,,"Fort Collins-Loveland, CO Metro Area","22660",,,,,,,,,,,,,,,,"31000US22660","Fort Collins-Loveland, CO Metro Area",148226,125682,111359,14323,11358,2014,580,239,132,1208,1153,0,0,0,55,161,967,5672,3837,842,9857,"Fort Collins-Loveland, CO Metro Area",2190,2083,2188,961,854,350,220,91,64,242,238,123,123,123,50,106,238,1115,462,194,576
"G22700","2005-2009","US",,,,,,,,,,,,,,,,"Fort Dodge, IA Micro Area","22700",,,,,,,,,,,,,,,,"31000US22700","Fort Dodge, IA Micro Area",18702,17144,15358,1786,1342,220,157,38,29,44,44,0,0,0,0,0,29,85,633,57,710,"Fort Dodge, IA Micro Area",522,575,607,329,262,138,72,34,41,49,49,99,99,99,99,99,30,87,150,38,162
"G22780","2005-2009","US",,,,,,,,,,,,,,,,"Fort Leonard Wood, MO Micro Area","22780",,,,,,,,,,,,,,,,"31000US22780","Fort Leonard Wood, MO Micro Area",23073,15355,12870,2485,1986,343,88,35,33,116,116,0,0,0,0,95,56,63,415,140,6833,"Fort Leonard Wood, MO Micro Area",558,564,596,452,424,156,73,32,36,133,133,114,114,114,114,84,47,81,201,74,631
"G22800","2005-2009","US",,,,,,,,,,,,,,,,"Fort Madison-Keokuk, IA-MO Micro Area","22800",,,,,,,,,,,,,,,,"31000US22800","Fort Madison-Keokuk, IA-MO Micro Area",18768,17072,15319,1753,1294,307,78,69,5,26,26,0,0,0,0,0,48,80,705,138,699,"Fort Madison-Keokuk, IA-MO Micro Area",646,611,543,248,214,117,51,44,8,30,30,119,119,119,119,119,32,60,170,49,145
"G22820","2005-2009","US",,,,,,,,,,,,,,,,"Fort Morgan, CO Micro Area","22820",,,,,,,,,,,,,,,,"31000US22820","Fort Morgan, CO Micro Area",12242,11110,9293,1817,1005,466,291,30,25,0,0,0,0,0,0,0,27,59,497,45,504,"Fort Morgan, CO Micro Area",430,456,488,324,231,226,182,40,27,123,123,123,123,123,123,123,32,58,170,37,122
"G22840","2005-2009","US",,,,,,,,,,,,,,,,"Fort Payne, AL Micro Area","22840",,,,,,,,,,,,,,,,"31000US22840","Fort Payne, AL Micro Area",26570,25328,21562,3766,2647,796,140,180,3,33,30,0,3,0,0,0,15,0,321,258,615,"Fort Payne, AL Micro Area",1047,1021,1125,497,439,377,84,118,5,28,28,119,5,119,119,119,22,119,149,146,200
"G22860","2005-2009","US",,,,,,,,,,,,,,,,"Fort Polk South, LA Micro Area","22860",,,,,,,,,,,,,,,,"31000US22860","Fort Polk South, LA Micro Area",21473,19407,16591,2816,2289,308,106,41,72,43,38,5,0,0,0,29,81,8,1107,452,346,"Fort Polk South, LA Micro Area",435,522,489,343,339,95,35,18,51,20,19,6,123,123,123,19,44,12,410,116,112
"G22900","2005-2009","US",,,,,,,,,,,,,,,,"Fort Smith, AR-OK Metro Area","22900",,,,,,,,,,,,,,,,"31000US22900","Fort Smith, AR-OK Metro Area",120302,113448,97764,15684,12651,1824,675,224,310,306,289,0,0,0,17,62,459,141,1566,633,3687,"Fort Smith, AR-OK Metro Area",1831,1694,1617,1023,959,341,190,129,250,122,120,119,119,119,19,61,128,108,316,182,438
"G22980","2005-2009","US",,,,,,,,,,,,,,,,"Fort Valley, GA Micro Area","22980",,,,,,,,,,,,,,,,"31000US22980","Fort Valley, GA Micro Area",9946,9326,7952,1374,952,239,132,0,51,0,0,0,0,0,0,0,0,0,245,183,192,"Fort Valley, GA Micro Area",1755,1675,1229,585,483,178,145,132,43,132,132,132,132,132,132,132,132,132,120,108,95
"G23020","2005-2009","US",,,,,,,,,,,,,,,,"Fort Walton Beach-Crestview-Destin, FL Metro Area","23020",,,,,,,,,,,,,,,,"31000US23020","Fort Walton Beach-Crestview-Destin, FL Metro Area",88992,82808,72113,10695,8303,1462,429,352,149,324,305,0,19,0,0,159,416,451,1267,797,2770,"Fort Walton Beach-Crestview-Destin, FL Metro Area",1199,1286,1211,966,838,362,191,220,87,308,305,136,27,136,136,143,141,212,361,258,362
